Delivery Date,Depot Name,Route Name,Weight,Sales_Amount
5-Jan-19,Depot 3,Route 29,4006.78,278244
5-Jan-19,Depot 3,Route 28,2231.87,156705
5-Jan-19,Depot 3,Route 27,1192.38,86692
5-Jan-19,Depot 3,Route 26,1298.64,102937
5-Jan-19,Depot 3,Route 24,2173.19,134535
5-Jan-19,Depot 3,Route 23,2172.81,140870
5-Jan-19,Depot 3,Route 22,1720.59,126545
5-Jan-19,Depot 3,Route 21,1427.51,101967
7-Jan-19,Depot 3,Route 19,2107.08,127215
7-Jan-19,Depot 3,Route 20,1709.12,126505
7-Jan-19,Depot 3,Route 25,1339.13,84545
7-Jan-19,Depot 3,Route 21,1753.98,143185
7-Jan-19,Depot 3,Route 29,4299.41,280159
7-Jan-19,Depot 3,Route 28,2513.29,177272
7-Jan-19,Depot 3,Route 27,1167.77,86567
7-Jan-19,Depot 3,Route 26,2137.48,155010
7-Jan-19,Depot 3,Route 24,1964.94,135430
7-Jan-19,Depot 3,Route 22,2013.82,142312
7-Jan-19,Depot 3,Route 23,2542.87,182348
8-Jan-19,Depot 3,Route 29,2333.3,166583
8-Jan-19,Depot 3,Route 21,1522.18,117494
8-Jan-19,Depot 3,Route 22,1272.5,90900
8-Jan-19,Depot 3,Route 31,11.87,320
8-Jan-19,Depot 3,Route 23,1856.16,125132
8-Jan-19,Depot 3,Route 24,2027.1,125362
8-Jan-19,Depot 3,Route 26,1236.63,103732
8-Jan-19,Depot 3,Route 27,1076.78,95777
8-Jan-19,Depot 3,Route 28,1314.84,103094
8-Jan-19,Depot 3,Route 25,1502.09,118940
8-Jan-19,Depot 3,Route 20,1007.76,83040
8-Jan-19,Depot 3,Route 19,1947.45,144782
9-Jan-19,Depot 3,Route 29,4030.39,294471
9-Jan-19,Depot 3,Route 25,1086.66,72325
9-Jan-19,Depot 3,Route 19,1942.98,121725
9-Jan-19,Depot 3,Route 28,2088.77,139549
9-Jan-19,Depot 3,Route 27,1335.93,106602
9-Jan-19,Depot 3,Route 26,1922.15,146127
9-Jan-19,Depot 3,Route 24,1959.39,127405
9-Jan-19,Depot 3,Route 23,2141.11,151994
9-Jan-19,Depot 3,Route 31,24.72,900
9-Jan-19,Depot 3,Route 30,5,250
9-Jan-19,Depot 3,Route 22,1350.9,77198
9-Jan-19,Depot 3,Route 21,1454.8,120384
9-Jan-19,Depot 3,Route 20,1620.81,127544
10-Jan-19,Depot 3,Route 28,1598.98,97187
10-Jan-19,Depot 3,Route 19,1495.82,97215
10-Jan-19,Depot 3,Route 20,1045,94002
10-Jan-19,Depot 3,Route 25,1617.92,97377
10-Jan-19,Depot 3,Route 29,3946.53,280287
10-Jan-19,Depot 3,Route 27,1073.5,77160
10-Jan-19,Depot 3,Route 26,1027.75,73340
10-Jan-19,Depot 3,Route 24,1791.09,111195
10-Jan-19,Depot 3,Route 23,2206.7,140030
10-Jan-19,Depot 3,Route 22,1267.12,88205
10-Jan-19,Depot 3,Route 21,1371.56,100622
11-Jan-19,Depot 3,Route 20,1215.59,89263
11-Jan-19,Depot 3,Route 24,1441.01,116750
11-Jan-19,Depot 3,Route 22,1599.17,108718
11-Jan-19,Depot 3,Route 21,1494.26,118037
11-Jan-19,Depot 3,Route 19,2307.21,168318
11-Jan-19,Depot 3,Route 23,1867.23,140819
11-Jan-19,Depot 3,Route 26,1548.83,127990
11-Jan-19,Depot 3,Route 27,1581.03,126020
11-Jan-19,Depot 3,Route 28,1502.77,116490
11-Jan-19,Depot 3,Route 29,3766.32,292395
11-Jan-19,Depot 3,Route 25,1454.06,99720
12-Jan-19,Depot 3,Route 22,1555.56,93079
12-Jan-19,Depot 3,Route 19,1873.6,109575
12-Jan-19,Depot 3,Route 20,1524.44,100625
12-Jan-19,Depot 3,Route 25,1366.34,75405
12-Jan-19,Depot 3,Route 29,3653.88,216360
12-Jan-19,Depot 3,Route 28,1962.44,125165
12-Jan-19,Depot 3,Route 27,1726.43,118320
12-Jan-19,Depot 3,Route 26,1188.07,81135
12-Jan-19,Depot 3,Route 24,2020.64,126120
12-Jan-19,Depot 3,Route 21,1387.24,99531
12-Jan-19,Depot 3,Route 23,1934.63,110195
14-Jan-19,Depot 3,Route 26,1618.6,136500
14-Jan-19,Depot 3,Route 24,2231.17,151765
14-Jan-19,Depot 3,Route 21,1613.09,117309
14-Jan-19,Depot 3,Route 22,1792.72,118100
14-Jan-19,Depot 3,Route 30,2,320
14-Jan-19,Depot 3,Route 27,1510.29,133750
14-Jan-19,Depot 3,Route 19,1684.54,99105
14-Jan-19,Depot 3,Route 28,1814.38,132727
14-Jan-19,Depot 3,Route 29,4141.11,307430
14-Jan-19,Depot 3,Route 23,2087,161380
14-Jan-19,Depot 3,Route 31,96.16,3814
14-Jan-19,Depot 3,Route 25,1801.93,123370
14-Jan-19,Depot 3,Route 20,1747.58,146780
15-Jan-19,Depot 3,Route 19,1985.58,137000
15-Jan-19,Depot 3,Route 24,1653.53,114990
15-Jan-19,Depot 3,Route 21,1309.88,106295
15-Jan-19,Depot 3,Route 22,1829.64,110138
15-Jan-19,Depot 3,Route 23,1952.44,126555
15-Jan-19,Depot 3,Route 26,822.51,56745
15-Jan-19,Depot 3,Route 27,881.17,62585
15-Jan-19,Depot 3,Route 28,1869.73,123972
15-Jan-19,Depot 3,Route 29,3275.91,238736
15-Jan-19,Depot 3,Route 25,2144.16,133794
15-Jan-19,Depot 3,Route 20,1617.01,120785
11-Jan-19,Depot 3,Route 21,1168.67,85860
11-Jan-19,Depot 3,Route 24,1862.68,117180
11-Jan-19,Depot 3,Route 27,1031.14,74160
11-Jan-19,Depot 3,Route 23,1546.68,103232
11-Jan-19,Depot 3,Route 26,1041.41,71045
11-Jan-19,Depot 3,Route 28,1724.25,128260
11-Jan-19,Depot 3,Route 22,1140.87,74253
11-Jan-19,Depot 3,Route 19,1871.38,118780
11-Jan-19,Depot 3,Route 20,1333.68,101127
11-Jan-19,Depot 3,Route 29,3714.56,253323.8
11-Jan-19,Depot 3,Route 25,2040.33,122800
17-Jan-19,Depot 3,Route 20,1081.83,79810
17-Jan-19,Depot 3,Route 29,3078.95,215401
17-Jan-19,Depot 3,Route 28,2101.92,132022
17-Jan-19,Depot 3,Route 27,1154.36,79110
17-Jan-19,Depot 3,Route 26,958.78,77765
17-Jan-19,Depot 3,Route 24,2013.4,128184
17-Jan-19,Depot 3,Route 22,1128.91,76795
17-Jan-19,Depot 3,Route 21,1364.89,97565
17-Jan-19,Depot 3,Route 25,1743.54,100930
17-Jan-19,Depot 3,Route 19,1507.25,106253
17-Jan-19,Depot 3,Route 31,63.11,3299
17-Jan-19,Depot 3,Route 23,1735.01,107685
18-Jan-19,Depot 3,Route 26,1038.01,75090
18-Jan-19,Depot 3,Route 21,1513.41,111470
18-Jan-19,Depot 3,Route 28,1499.51,98345
18-Jan-19,Depot 3,Route 29,3895.36,291887
18-Jan-19,Depot 3,Route 25,1690.11,108905
18-Jan-19,Depot 3,Route 24,1794.72,120372
18-Jan-19,Depot 3,Route 27,935.17,68420
18-Jan-19,Depot 3,Route 31,1,37
18-Jan-19,Depot 3,Route 22,1331.29,95551
18-Jan-19,Depot 3,Route 19,1389.86,82915
18-Jan-19,Depot 3,Route 20,906.79,70930
18-Jan-19,Depot 3,Route 23,1050.04,82835
19-Jan-19,Depot 3,Route 27,1462.82,93937
19-Jan-19,Depot 3,Route 22,1465.21,94797
19-Jan-19,Depot 3,Route 25,1791.11,102330
19-Jan-19,Depot 3,Route 20,1497.64,102492
19-Jan-19,Depot 3,Route 31,39.24,5455
19-Jan-19,Depot 3,Route 23,2175.23,150245
19-Jan-19,Depot 3,Route 19,2060.99,107750
19-Jan-19,Depot 3,Route 24,1806.68,110862
19-Jan-19,Depot 3,Route 21,1970.71,140952
19-Jan-19,Depot 3,Route 26,1276.67,87855
19-Jan-19,Depot 3,Route 29,4394.39,291365
19-Jan-19,Depot 3,Route 28,1487.69,96350
21-Jan-19,Depot 3,Route 20,1220.43,102830
21-Jan-19,Depot 3,Route 25,2328.46,125577
21-Jan-19,Depot 3,Route 23,2262.48,167035
21-Jan-19,Depot 3,Route 31,80,6290
21-Jan-19,Depot 3,Route 22,1643.47,97513
21-Jan-19,Depot 3,Route 21,1386.66,113350
21-Jan-19,Depot 3,Route 24,2447.45,178531
21-Jan-19,Depot 3,Route 26,1495.26,110630
21-Jan-19,Depot 3,Route 27,1203.24,100800
21-Jan-19,Depot 3,Route 28,1913.75,141585
21-Jan-19,Depot 3,Route 29,3327.31,212877
21-Jan-19,Depot 3,Route 19,1325.59,87570
22-Jan-19,Depot 3,Route 28,1816.94,128457
22-Jan-19,Depot 3,Route 23,2141.7,138040
22-Jan-19,Depot 3,Route 27,1037.6,83305
22-Jan-19,Depot 3,Route 29,3487.54,260905
22-Jan-19,Depot 3,Route 25,2013.31,125580
22-Jan-19,Depot 3,Route 26,1015.46,83220
22-Jan-19,Depot 3,Route 20,1047.4,79730
22-Jan-19,Depot 3,Route 19,2236.1,143020
22-Jan-19,Depot 3,Route 24,1921.41,144134
22-Jan-19,Depot 3,Route 21,1148.73,92410
22-Jan-19,Depot 3,Route 22,1668.44,115945
22-Jan-19,Depot 3,Route 31,26,1230
23-Jan-19,Depot 3,Route 26,1181.99,92480
23-Jan-19,Depot 3,Route 27,914.91,77770
23-Jan-19,Depot 3,Route 25,1933.29,115255
23-Jan-19,Depot 3,Route 20,1175.06,81900
23-Jan-19,Depot 3,Route 28,1757.33,122685
23-Jan-19,Depot 3,Route 29,3042.96,214600
23-Jan-19,Depot 3,Route 21,1556.17,125233
23-Jan-19,Depot 3,Route 22,1160.58,73454
23-Jan-19,Depot 3,Route 31,1,35
23-Jan-19,Depot 3,Route 23,2391.81,149927
23-Jan-19,Depot 3,Route 24,1925.85,143620
23-Jan-19,Depot 3,Route 19,1897.88,105915
24-Jan-19,Depot 3,Route 29,3106.49,214067
24-Jan-19,Depot 3,Route 28,1434.79,89181
24-Jan-19,Depot 3,Route 27,1114.38,87580
24-Jan-19,Depot 3,Route 26,863.38,58157
24-Jan-19,Depot 3,Route 25,2084.25,122149
24-Jan-19,Depot 3,Route 20,1325.05,95560
24-Jan-19,Depot 3,Route 21,1267.02,103264
24-Jan-19,Depot 3,Route 22,1204.04,81483
24-Jan-19,Depot 3,Route 31,24.72,860
24-Jan-19,Depot 3,Route 23,2317.99,138390
24-Jan-19,Depot 3,Route 19,1463.58,103820
24-Jan-19,Depot 3,Route 24,1323.82,93205
25-Jan-19,Depot 3,Route 19,1637.76,108400
25-Jan-19,Depot 3,Route 21,1340.29,100609
25-Jan-19,Depot 3,Route 31,14,468
25-Jan-19,Depot 3,Route 23,1260.1,89866
25-Jan-19,Depot 3,Route 22,1224,80989
25-Jan-19,Depot 3,Route 24,1625.39,135295
25-Jan-19,Depot 3,Route 26,905.5,65140
25-Jan-19,Depot 3,Route 27,1151.97,82471
25-Jan-19,Depot 3,Route 28,1516.1,98421
25-Jan-19,Depot 3,Route 29,4436.57,347872
25-Jan-19,Depot 3,Route 25,1881.22,113405
25-Jan-19,Depot 3,Route 20,1144.62,90495
21-Jan-19,Depot 3,Route 28,1889.03,119595
21-Jan-19,Depot 3,Route 27,1157.86,92625
21-Jan-19,Depot 3,Route 26,1532.57,110495
21-Jan-19,Depot 3,Route 24,2034.36,129962
21-Jan-19,Depot 3,Route 23,1726.2,111939
21-Jan-19,Depot 3,Route 31,24.72,860
21-Jan-19,Depot 3,Route 22,1175.15,83002
21-Jan-19,Depot 3,Route 21,1206.11,91785
21-Jan-19,Depot 3,Route 29,3918.52,230745
21-Jan-19,Depot 3,Route 25,2035.11,132830
21-Jan-19,Depot 3,Route 20,1289.56,99180
21-Jan-19,Depot 3,Route 19,1925.56,137520
28-Jan-19,Depot 3,Route 19,1454.25,76910
28-Jan-19,Depot 3,Route 20,1482.06,88667
28-Jan-19,Depot 3,Route 25,2250.73,109612
28-Jan-19,Depot 3,Route 22,1453.07,97804
28-Jan-19,Depot 3,Route 31,1,35
28-Jan-19,Depot 3,Route 29,3757.61,268680
28-Jan-19,Depot 3,Route 28,1596.79,108505
28-Jan-19,Depot 3,Route 26,900.9,59155
28-Jan-19,Depot 3,Route 21,1315.1,108547
28-Jan-19,Depot 3,Route 24,1529.91,87870
28-Jan-19,Depot 3,Route 23,2449.8,173150
28-Jan-19,Depot 3,Route 27,986.73,82410
29-Jan-19,Depot 3,Route 31,20,960
29-Jan-19,Depot 3,Route 23,2421.19,153548
29-Jan-19,Depot 3,Route 24,1983.09,132527
29-Jan-19,Depot 3,Route 27,1177.93,79930
29-Jan-19,Depot 3,Route 28,1779.44,110767
29-Jan-19,Depot 3,Route 29,4831.83,351549
29-Jan-19,Depot 3,Route 25,2193.58,151235
29-Jan-19,Depot 3,Route 20,1218.49,92982
29-Jan-19,Depot 3,Route 26,1058.87,72904
29-Jan-19,Depot 3,Route 22,1548.01,96593
29-Jan-19,Depot 3,Route 21,1436.37,105685
29-Jan-19,Depot 3,Route 19,1514.38,90220
30-Jan-19,Depot 3,Route 24,1750.53,118720
30-Jan-19,Depot 3,Route 19,1966.24,152316
30-Jan-19,Depot 3,Route 20,1512.87,107490
30-Jan-19,Depot 3,Route 25,2161.96,123393
30-Jan-19,Depot 3,Route 21,1681.75,134939
30-Jan-19,Depot 3,Route 22,1766.96,123745
30-Jan-19,Depot 3,Route 31,2.42,594
30-Jan-19,Depot 3,Route 23,2240.68,150750
30-Jan-19,Depot 3,Route 29,3171.43,232330
30-Jan-19,Depot 3,Route 28,1812.49,144901
30-Jan-19,Depot 3,Route 27,1194.47,100830
30-Jan-19,Depot 3,Route 26,1337.43,103975
1-Jan-19,Depot 4,Route 32,2570.46,219825
1-Jan-19,Depot 4,Route 33,2593.08,234693
1-Jan-19,Depot 4,Route 34,3094.2,285230
1-Jan-19,Depot 4,Route 35,2692.49,262280
1-Jan-19,Depot 4,Route 36,3298.93,322962
1-Jan-19,Depot 4,Route 37,3139.61,317962
1-Jan-19,Depot 4,Route 38,2552.78,240597
1-Jan-19,Depot 4,Route 39,1921.75,180754
1-Jan-19,Depot 4,Route 40,2601.12,216778
1-Jan-19,Depot 4,Route 41,4010.95,429715
2-Jan-19,Depot 4,Route 37,3526.37,343130
2-Jan-19,Depot 4,Route 32,3452.83,253306
2-Jan-19,Depot 4,Route 33,2927.77,270253
2-Jan-19,Depot 4,Route 34,2476.6,246314
2-Jan-19,Depot 4,Route 35,2834.62,268675
2-Jan-19,Depot 4,Route 36,1729.53,178985
2-Jan-19,Depot 4,Route 38,2250.59,212215
2-Jan-19,Depot 4,Route 39,2109.52,178407
2-Jan-19,Depot 4,Route 40,3480.33,272638
2-Jan-19,Depot 4,Route 41,2743.04,246073
3-Jan-19,Depot 4,Route 32,2249.79,182435
3-Jan-19,Depot 4,Route 33,1771.36,158403
3-Jan-19,Depot 4,Route 34,2560.04,227173
3-Jan-19,Depot 4,Route 35,2226.79,193378
3-Jan-19,Depot 4,Route 36,2044.28,205499
3-Jan-19,Depot 4,Route 37,2435.9,251437
3-Jan-19,Depot 4,Route 38,2339.85,242650
3-Jan-19,Depot 4,Route 39,2019.73,192838
3-Jan-19,Depot 4,Route 40,2066.78,157791
3-Jan-19,Depot 4,Route 41,2764.92,256978
4-Jan-19,Depot 4,Route 41,3748.49,340097
4-Jan-19,Depot 4,Route 40,2943.47,250568
4-Jan-19,Depot 4,Route 39,2189.88,212072
4-Jan-19,Depot 4,Route 38,2297.25,206979
4-Jan-19,Depot 4,Route 37,2603.64,254034
4-Jan-19,Depot 4,Route 36,1581.83,157092
4-Jan-19,Depot 4,Route 35,2791.57,271404
4-Jan-19,Depot 4,Route 34,2390.02,228516
4-Jan-19,Depot 4,Route 33,2015.47,171652
4-Jan-19,Depot 4,Route 32,2736.53,228817
5-Jan-19,Depot 4,Route 32,2721.46,210826
5-Jan-19,Depot 4,Route 33,2565.21,209641
5-Jan-19,Depot 4,Route 34,2030.94,169529
5-Jan-19,Depot 4,Route 35,4082.96,373578
5-Jan-19,Depot 4,Route 36,1791.25,180459
5-Jan-19,Depot 4,Route 37,2704.13,281200
5-Jan-19,Depot 4,Route 38,2788.4,238695
5-Jan-19,Depot 4,Route 39,3046.75,264470
5-Jan-19,Depot 4,Route 40,2683.89,215594
5-Jan-19,Depot 4,Route 41,3263.2,312562
7-Jan-19,Depot 4,Route 32,2369.35,213303
7-Jan-19,Depot 4,Route 41,4266.64,379127
7-Jan-19,Depot 4,Route 36,2026.36,213619
7-Jan-19,Depot 4,Route 33,2778.19,222595
7-Jan-19,Depot 4,Route 34,4319.96,416985
7-Jan-19,Depot 4,Route 35,3598.64,321743
7-Jan-19,Depot 4,Route 37,2701.52,262505
7-Jan-19,Depot 4,Route 38,2995.45,279905
7-Jan-19,Depot 4,Route 39,2795.54,258441
7-Jan-19,Depot 4,Route 40,3564.8,283033
8-Jan-19,Depot 4,Route 41,3454.12,311680
8-Jan-19,Depot 4,Route 40,2878.05,222533
8-Jan-19,Depot 4,Route 32,3468.03,255302
8-Jan-19,Depot 4,Route 33,1767.49,159097
8-Jan-19,Depot 4,Route 34,2082.01,185401
8-Jan-19,Depot 4,Route 39,2520.16,214847
8-Jan-19,Depot 4,Route 38,2659.21,260229
8-Jan-19,Depot 4,Route 35,2336.4,211149
8-Jan-19,Depot 4,Route 36,2175.8,235808
8-Jan-19,Depot 4,Route 37,2699.02,261735
9-Jan-19,Depot 4,Route 32,2385.66,198193
9-Jan-19,Depot 4,Route 41,4542.99,394630
9-Jan-19,Depot 4,Route 40,3095.89,277765
9-Jan-19,Depot 4,Route 39,1856.66,176580
9-Jan-19,Depot 4,Route 38,3386.95,308783
9-Jan-19,Depot 4,Route 37,2769.16,277177
9-Jan-19,Depot 4,Route 36,1936.85,185073
9-Jan-19,Depot 4,Route 35,3010.08,267447
9-Jan-19,Depot 4,Route 34,2883.93,246185
9-Jan-19,Depot 4,Route 33,2241.85,191783
10-Jan-19,Depot 4,Route 36,2037.58,197370
10-Jan-19,Depot 4,Route 34,3308.39,261275
10-Jan-19,Depot 4,Route 33,2116.55,183914
10-Jan-19,Depot 4,Route 32,2224.08,195839
10-Jan-19,Depot 4,Route 41,2676.07,254315
10-Jan-19,Depot 4,Route 40,2514.34,220808
10-Jan-19,Depot 4,Route 39,2327.94,214107
10-Jan-19,Depot 4,Route 38,3179.81,296435
10-Jan-19,Depot 4,Route 37,1721.55,149855
10-Jan-19,Depot 4,Route 35,2540.51,231491
11-Jan-19,Depot 4,Route 37,2546.31,227030
11-Jan-19,Depot 4,Route 38,2117.75,202777
11-Jan-19,Depot 4,Route 39,1635.52,136858
11-Jan-19,Depot 4,Route 36,1668.07,160405
11-Jan-19,Depot 4,Route 35,2189.11,190898
11-Jan-19,Depot 4,Route 34,1982.56,159785
11-Jan-19,Depot 4,Route 33,2293.51,196286
11-Jan-19,Depot 4,Route 32,2734.56,199080
11-Jan-19,Depot 4,Route 40,2417.07,201904
11-Jan-19,Depot 4,Route 41,2922.78,261752
12-Jan-19,Depot 4,Route 41,2793.11,287271
12-Jan-19,Depot 4,Route 40,2560.58,225725
12-Jan-19,Depot 4,Route 39,2145.38,184032
12-Jan-19,Depot 4,Route 38,3187.4,312095
12-Jan-19,Depot 4,Route 37,2992.3,342814
12-Jan-19,Depot 4,Route 36,2894.72,305010
12-Jan-19,Depot 4,Route 35,3639.54,332600
12-Jan-19,Depot 4,Route 32,3016.19,248296
12-Jan-19,Depot 4,Route 33,2962.44,234138
12-Jan-19,Depot 4,Route 34,3186.3,284538
14-Jan-19,Depot 4,Route 36,2664.6,289674
14-Jan-19,Depot 4,Route 40,3182.66,249600
14-Jan-19,Depot 4,Route 32,3084.46,250304
14-Jan-19,Depot 4,Route 33,2502.55,214534
14-Jan-19,Depot 4,Route 34,2881.14,259135
14-Jan-19,Depot 4,Route 35,4187.11,422323
14-Jan-19,Depot 4,Route 41,2596.05,257235
14-Jan-19,Depot 4,Route 39,2970.49,261191
14-Jan-19,Depot 4,Route 38,2957.84,274675
14-Jan-19,Depot 4,Route 37,2419.18,235605
15-Jan-19,Depot 4,Route 35,2769.58,243043
15-Jan-19,Depot 4,Route 34,2358.07,208329
15-Jan-19,Depot 4,Route 33,2147.15,176341
15-Jan-19,Depot 4,Route 32,2776.18,238049
15-Jan-19,Depot 4,Route 41,3763.25,344698
15-Jan-19,Depot 4,Route 40,2572.41,213324
15-Jan-19,Depot 4,Route 39,1172.98,127393
15-Jan-19,Depot 4,Route 38,1923.32,180980
15-Jan-19,Depot 4,Route 37,1282.26,127378
15-Jan-19,Depot 4,Route 36,1298.95,142574
11-Jan-19,Depot 4,Route 40,3022.7,245755
11-Jan-19,Depot 4,Route 41,2767,276697
11-Jan-19,Depot 4,Route 32,2296.12,175935
11-Jan-19,Depot 4,Route 33,2246.55,206724
11-Jan-19,Depot 4,Route 34,2682,238567
11-Jan-19,Depot 4,Route 35,3206.66,283923
11-Jan-19,Depot 4,Route 36,2199.69,208968
11-Jan-19,Depot 4,Route 37,2320.38,252555
11-Jan-19,Depot 4,Route 38,2145.33,230866
11-Jan-19,Depot 4,Route 39,2360.81,228298
17-Jan-19,Depot 4,Route 35,2498.38,224654
17-Jan-19,Depot 4,Route 40,2807.71,241466
17-Jan-19,Depot 4,Route 41,2960.41,330103
17-Jan-19,Depot 4,Route 39,2735.47,239782
17-Jan-19,Depot 4,Route 38,2825.1,258266
17-Jan-19,Depot 4,Route 37,1879.66,208950
17-Jan-19,Depot 4,Route 36,1747.08,175024
17-Jan-19,Depot 4,Route 34,2500.65,229313
17-Jan-19,Depot 4,Route 33,2003.36,176413
17-Jan-19,Depot 4,Route 32,2229.47,192003
18-Jan-19,Depot 4,Route 33,2203.75,192252
18-Jan-19,Depot 4,Route 35,2018.76,210343
18-Jan-19,Depot 4,Route 32,2194.55,172420
18-Jan-19,Depot 4,Route 36,1708.39,173042
18-Jan-19,Depot 4,Route 37,1884.05,199527
18-Jan-19,Depot 4,Route 38,2202.69,216419
18-Jan-19,Depot 4,Route 34,2469.2,194174
18-Jan-19,Depot 4,Route 40,3214.55,276665
18-Jan-19,Depot 4,Route 41,2331.91,235290
18-Jan-19,Depot 4,Route 39,1615.91,144723
19-Jan-19,Depot 4,Route 41,3039.09,277901
19-Jan-19,Depot 4,Route 40,2690.37,231037
19-Jan-19,Depot 4,Route 39,3698.66,297468
19-Jan-19,Depot 4,Route 32,3116.49,268820
19-Jan-19,Depot 4,Route 38,2559.59,225081
19-Jan-19,Depot 4,Route 37,2387.16,246253
19-Jan-19,Depot 4,Route 36,1603.4,173659
19-Jan-19,Depot 4,Route 34,2855.58,269274
19-Jan-19,Depot 4,Route 35,2924.54,282205
19-Jan-19,Depot 4,Route 33,3524.35,291388
21-Jan-19,Depot 4,Route 34,3035.03,267225
21-Jan-19,Depot 4,Route 35,4205.61,365102
21-Jan-19,Depot 4,Route 33,2495.24,226950
21-Jan-19,Depot 4,Route 32,3526.23,293440
21-Jan-19,Depot 4,Route 37,2319.3,244237
21-Jan-19,Depot 4,Route 38,2693.33,245175
21-Jan-19,Depot 4,Route 39,2426.13,224303
21-Jan-19,Depot 4,Route 40,3388.63,289130
21-Jan-19,Depot 4,Route 41,4478.59,365222
21-Jan-19,Depot 4,Route 36,2416.62,260782
22-Jan-19,Depot 4,Route 38,3396.23,294342
22-Jan-19,Depot 4,Route 39,2857.42,256149
22-Jan-19,Depot 4,Route 40,2700.97,277648
22-Jan-19,Depot 4,Route 37,2368.87,234546
22-Jan-19,Depot 4,Route 41,4016.63,357292
22-Jan-19,Depot 4,Route 36,2082.54,229046
22-Jan-19,Depot 4,Route 35,2272.8,203127
22-Jan-19,Depot 4,Route 34,2828.7,257126
22-Jan-19,Depot 4,Route 32,3142.74,239530
22-Jan-19,Depot 4,Route 33,2160.75,200884
23-Jan-19,Depot 4,Route 34,2121.72,185661
23-Jan-19,Depot 4,Route 32,2666.35,212014
23-Jan-19,Depot 4,Route 33,1792.79,186606
23-Jan-19,Depot 4,Route 35,1820.94,174010
23-Jan-19,Depot 4,Route 36,889.88,91640
23-Jan-19,Depot 4,Route 37,1873.2,183726
23-Jan-19,Depot 4,Route 38,2556.39,267930
23-Jan-19,Depot 4,Route 39,1982.07,186523
23-Jan-19,Depot 4,Route 40,1978.84,173328
23-Jan-19,Depot 4,Route 41,3527.28,316011
24-Jan-19,Depot 4,Route 37,1736.93,168863
24-Jan-19,Depot 4,Route 41,2928.96,268040
24-Jan-19,Depot 4,Route 40,2346.02,169453
24-Jan-19,Depot 4,Route 39,1952.13,180691
24-Jan-19,Depot 4,Route 38,2448.8,208011
24-Jan-19,Depot 4,Route 36,1116.02,129025
24-Jan-19,Depot 4,Route 35,2684.28,242735
24-Jan-19,Depot 4,Route 34,2077.24,192440
24-Jan-19,Depot 4,Route 33,1339.26,130668
24-Jan-19,Depot 4,Route 32,1847.69,133226
25-Jan-19,Depot 4,Route 34,2343.74,203569
25-Jan-19,Depot 4,Route 36,1767.72,184517
25-Jan-19,Depot 4,Route 32,2279.23,174040
25-Jan-19,Depot 4,Route 33,2156.06,182892
25-Jan-19,Depot 4,Route 41,3728.43,304032
25-Jan-19,Depot 4,Route 40,2237.64,193021
25-Jan-19,Depot 4,Route 39,2203.27,184639
25-Jan-19,Depot 4,Route 38,3858.23,359518
25-Jan-19,Depot 4,Route 37,2029.87,215869
25-Jan-19,Depot 4,Route 35,3844.1,350966
21-Jan-19,Depot 4,Route 39,3058.95,280582
21-Jan-19,Depot 4,Route 40,2924.18,224347
21-Jan-19,Depot 4,Route 41,3409.52,356798
21-Jan-19,Depot 4,Route 38,3814.29,354488
21-Jan-19,Depot 4,Route 37,3097.1,328239
21-Jan-19,Depot 4,Route 34,3174.25,302516
21-Jan-19,Depot 4,Route 35,3096.38,293711
21-Jan-19,Depot 4,Route 36,2079.13,231141
21-Jan-19,Depot 4,Route 33,3532.25,308422
21-Jan-19,Depot 4,Route 32,2787.46,235213
28-Jan-19,Depot 4,Route 41,3979.71,372910
28-Jan-19,Depot 4,Route 40,3182.66,286412
28-Jan-19,Depot 4,Route 34,3084.09,287609
28-Jan-19,Depot 4,Route 33,2756.42,243651
28-Jan-19,Depot 4,Route 39,2847.22,269002
28-Jan-19,Depot 4,Route 38,2783.02,266665
28-Jan-19,Depot 4,Route 37,1967.19,231900
28-Jan-19,Depot 4,Route 36,2300.94,244609
28-Jan-19,Depot 4,Route 35,3588.77,326609
28-Jan-19,Depot 4,Route 32,2283.15,200152
29-Jan-19,Depot 4,Route 37,3208.49,322591
29-Jan-19,Depot 4,Route 38,2620.95,244510
29-Jan-19,Depot 4,Route 39,2669.07,247551
29-Jan-19,Depot 4,Route 40,2937.22,256925
29-Jan-19,Depot 4,Route 41,3286.58,314332
29-Jan-19,Depot 4,Route 32,2639.32,182519
29-Jan-19,Depot 4,Route 33,2803.06,278353
29-Jan-19,Depot 4,Route 34,2764.23,254129
29-Jan-19,Depot 4,Route 35,3716.7,322498
29-Jan-19,Depot 4,Route 36,1787.48,186351
30-Jan-19,Depot 4,Route 32,2858.5,227115
30-Jan-19,Depot 4,Route 35,3214.27,299774
30-Jan-19,Depot 4,Route 36,1959.56,203539
30-Jan-19,Depot 4,Route 37,2525.85,262700
30-Jan-19,Depot 4,Route 38,1938.94,170865
30-Jan-19,Depot 4,Route 34,3590.43,298134
30-Jan-19,Depot 4,Route 39,2993.06,286337
30-Jan-19,Depot 4,Route 40,2289.64,204512
30-Jan-19,Depot 4,Route 41,1752.99,158719
30-Jan-19,Depot 4,Route 33,2027.25,183518
1-Jan-19,Depot 5,Route 42,2282.06,178440
1-Jan-19,Depot 5,Route 43,3355.85,233938
1-Jan-19,Depot 5,Route 44,1343.33,101520
